0	-0.081518	-0.444561	0.314883	1
1	-0.079305	-0.43158	0.295929	1
2	-0.075194	-0.418515	0.277957	1
3	-0.06998	-0.405311	0.260227	1
4	-0.06394	-0.392084	0.242535	1
5	-0.057227	-0.37899	0.224808	1
6	-0.049992	-0.366188	0.206977	1
7	-0.042386	-0.353833	0.18897	1
8	-0.034559	-0.342085	0.170717	1
9	-0.026663	-0.3311	0.152146	1
10	-0.018793	-0.320913	0.133263	1
11	-0.010819	-0.311072	0.114374	1
12	-0.002555	-0.301004	0.095861	1
13	0.006135	-0.290291	0.07798	1
14	0.015182	-0.279143	0.060466	1
15	0.024469	-0.267929	0.042929	1
16	0.033877	-0.257018	0.024977	1
17	0.043287	-0.246777	0.006219	1
18	0.052554	-0.237478	-0.013582	1
19	0.061421	-0.229009	-0.034042	1
20	0.069562	-0.221348	-0.05475	1
21	0.076486	-0.215219	-0.075795	1
22	0.081655	-0.211536	-0.097392	1
23	0.084675	-0.210911	-0.119691	1
24	0.085707	-0.212753	-0.142578	1
25	0.085051	-0.216171	-0.165875	1
26	0.082884	-0.220321	-0.189334	1
27	0.078891	-0.224536	-0.212425	1
28	0.072771	-0.228301	-0.234664	1
29	0.064777	-0.231541	-0.256033	1
30	0.055302	-0.234284	-0.276627	1
31	0.044737	-0.236561	-0.296545	1
32	0.0334	-0.238659	-0.3161	1
33	0.021299	-0.241882	-0.336474	1
34	0.008467	-0.247216	-0.358574	1
35	-0.004674	-0.25335	-0.381337	1
36	-0.017604	-0.258399	-0.403212	1
37	-0.029908	-0.260842	-0.423071	1
38	-0.041597	-0.260621	-0.4415	1
39	-0.052787	-0.258046	-0.45951	1
40	-0.063572	-0.253267	-0.477868	1
41	-0.07396	-0.245811	-0.496355	1
42	-0.083887	-0.235203	-0.514455	1
43	-0.093081	-0.221589	-0.531449	1
44	-0.101219	-0.20527	-0.546565	1
45	-0.108088	-0.186627	-0.559238	1
46	-0.113909	-0.166379	-0.569732	1
47	-0.118963	-0.145212	-0.578452	1
48	-0.123316	-0.123359	-0.585546	1
49	-0.126983	-0.100942	-0.591098	1
50	-0.129982	-0.078092	-0.595113	1
51	-0.132338	-0.054992	-0.597283	1
52	-0.134078	-0.031835	-0.597222	1
53	-0.135262	-0.008796	-0.594734	1
54	-0.136068	0.01402	-0.590388	1
55	-0.136678	0.036562	-0.584868	1
56	-0.137158	0.058916	-0.578558	1
57	-0.137548	0.081199	-0.571763	1
58	-0.137848	0.103493	-0.564682	1
59	-0.137907	0.12572	-0.557077	1
60	-0.137578	0.147761	-0.548672	1
61	-0.136877	0.169481	-0.53947	1
62	-0.135861	0.190744	-0.529543	1
63	-0.134606	0.21143	-0.518925	1
64	-0.13326	0.231496	-0.50748	1
65	-0.131956	0.250917	-0.495032	1
66	-0.130696	0.269675	-0.48148	1
67	-0.129448	0.287788	-0.467032	1
68	-0.128181	0.305297	-0.451936	1
69	-0.126861	0.322305	-0.436294	1
70	-0.125452	0.338932	-0.420176	1
71	-0.123947	0.355262	-0.403641	1
72	-0.122457	0.371249	-0.386717	1
73	-0.121064	0.386801	-0.36941	1
74	-0.119625	0.401782	-0.35167	1
75	-0.117937	0.416049	-0.333434	1
76	-0.115875	0.429511	-0.314671	1
77	-0.113602	0.442293	-0.295477	1
78	-0.111312	0.454575	-0.27598	1
79	-0.109038	0.466511	-0.256282	1
80	-0.10677	0.478154	-0.236386	1
81	-0.10449	0.489482	-0.216263	1
82	-0.102143	0.500288	-0.195854	1
83	-0.099668	0.510319	-0.175097	1
84	-0.097013	0.519321	-0.153933	1
85	-0.094168	0.527046	-0.132332	1
86	-0.091146	0.533298	-0.110271	1
87	-0.088001	0.538105	-0.087718	1
88	-0.084793	0.541546	-0.064639	1
89	-0.081572	0.543749	-0.041068	1
90	-0.078337	0.545021	-0.017309	1
91	-0.075078	0.545718	0.006269	1
92	-0.071815	0.546155	0.029391	1
93	-0.068575	0.546483	0.052172	1
94	-0.065366	0.546787	0.074829	1
95	-0.062135	0.54702	0.097612	1
96	-0.05881	0.547108	0.120777	1
97	-0.055396	0.546902	0.144329	1
98	-0.052195	0.545965	0.167273	1
99	-0.049404	0.543697	0.188803	1
100	-0.046486	0.539127	0.209882	1
101	-0.04272	0.53119	0.231916	1
102	-0.037679	0.519192	0.255692	1
103	-0.032111	0.503902	0.279521	1
104	-0.026882	0.486459	0.301094	1
105	-0.022154	0.468	0.318103	1
106	-0.017916	0.449663	0.328238	1
107	-0.014154	0.432172	0.330393	1
108	-0.010857	0.414598	0.328268	1
109	-0.00801	0.395599	0.326762	1
110	-0.005603	0.373831	0.330776	1
111	-0.003622	0.348692	0.343618	1
112	-0.001833	0.322533	0.362224	1
113	0.000881	0.298446	0.381937	1
114	0.005482	0.27863	0.398964	1
115	0.011418	0.261706	0.412965	1
116	0.017757	0.245404	0.424464	1
117	0.023569	0.228025	0.434277	1
118	0.028171	0.210163	0.444387	1
119	0.031876	0.192987	0.457069	1
120	0.035248	0.177184	0.473642	1
121	0.038588	0.161519	0.491596	1
122	0.04116	0.144276	0.507465	1
123	0.042176	0.124192	0.518557	1
124	0.041674	0.101808	0.525264	1
125	0.039899	0.078116	0.528749	1
126	0.037098	0.054107	0.530177	1
127	0.033515	0.030584	0.530473	1
128	0.029431	0.007583	0.529608	1
129	0.025265	-0.01505	0.527314	1
130	0.021427	-0.037477	0.523488	1
131	0.018173	-0.059894	0.518691	1
132	0.015713	-0.082407	0.513481	1
133	0.013971	-0.104746	0.507725	1
134	0.011713	-0.126545	0.501118	1
135	0.007413	-0.147606	0.493382	1
136	-0.000454	-0.16842	0.484341	1
137	-0.012217	-0.189645	0.473848	1
138	-0.023417	-0.211941	0.461754	1
139	-0.02959	-0.235201	0.448012	1
140	-0.03103	-0.256253	0.432994	1
141	-0.029222	-0.271865	0.417094	1
142	-0.025649	-0.281633	0.400384	1
143	-0.021796	-0.285862	0.382855	1
144	-0.018975	-0.284855	0.3645	1
145	-0.017809	-0.278917	0.345311	1
146	-0.018747	-0.268351	0.325278	1
147	-0.02224	-0.253462	0.304393	1
148	-0.028604	-0.234865	0.282957	1
149	-0.03761	-0.21442	0.262504	1
150	-0.048894	-0.194299	0.244875	1
151	-0.062094	-0.176675	0.231914	1
152	-0.076847	-0.162985	0.224655	1
153	-0.092737	-0.151733	0.2209	1
154	-0.109149	-0.140691	0.217645	1
155	-0.125416	-0.128086	0.212496	1
156	-0.140869	-0.113987	0.205504	1
157	-0.155171	-0.098921	0.197331	1
158	-0.169294	-0.083412	0.188641	1
159	-0.18454	-0.06799	0.180094	1
160	-0.201737	-0.053101	0.172142	1
161	-0.219823	-0.038885	0.164381	1
162	-0.237266	-0.025225	0.156309	1
163	-0.25315	-0.011289	0.147875	1
164	-0.269041	0.003935	0.139141	1
165	-0.286345	0.020879	0.130098	1
166	-0.303359	0.037666	0.12046	1
167	-0.317604	0.052417	0.109834	1
168	-0.327389	0.065568	0.09769	1
169	-0.334181	0.078131	0.083464	1
170	-0.339888	0.090948	0.066914	1
171	-0.345017	0.104169	0.049098	1
172	-0.349726	0.117771	0.031394	1
173	-0.354008	0.131601	0.014735	1
174	-0.357192	0.14498	-0.001745	1
175	-0.358444	0.157336	-0.019093	1
176	-0.357225	0.169069	-0.037296	1
177	-0.354197	0.180818	-0.056076	1
178	-0.350318	0.19322	-0.075151	1
179	-0.346325	0.206413	-0.094469	1
180	-0.342066	0.218516	-0.114877	1
