0	-0.595318	0.01644	-0.016346	1
1	-0.591956	0.019297	-0.017672	1
2	-0.589317	0.022242	-0.018545	1
3	-0.587748	0.0253	-0.018665	1
4	-0.586682	0.02837	-0.018257	1
5	-0.585552	0.031352	-0.017547	1
6	-0.583866	0.034163	-0.0167	1
7	-0.581473	0.036808	-0.015683	1
8	-0.578449	0.039399	-0.014618	1
9	-0.574925	0.042044	-0.013672	1
10	-0.571121	0.044755	-0.012994	1
11	-0.567304	0.047544	-0.012621	1
12	-0.563626	0.050356	-0.012395	1
13	-0.560207	0.053119	-0.012114	1
14	-0.557122	0.055752	-0.011612	1
15	-0.554256	0.05814	-0.010876	1
16	-0.551469	0.060172	-0.009951	1
17	-0.548686	0.061782	-0.00898	1
18	-0.54586	0.062943	-0.008111	1
19	-0.543026	0.063695	-0.007407	1
20	-0.540236	0.064088	-0.006907	1
21	-0.537536	0.064172	-0.006643	1
22	-0.534937	0.063972	-0.006596	1
23	-0.53244	0.063512	-0.006735	1
24	-0.530046	0.062812	-0.00703	1
25	-0.527759	0.061895	-0.007453	1
26	-0.525581	0.060783	-0.007972	1
27	-0.523512	0.059499	-0.008557	1
28	-0.521555	0.058063	-0.009179	1
29	-0.519712	0.056498	-0.009807	1
30	-0.517984	0.054827	-0.010412	1
31	-0.516371	0.053067	-0.010967	1
32	-0.514855	0.051229	-0.011462	1
33	-0.513415	0.049316	-0.01189	1
34	-0.512037	0.047339	-0.012253	1
35	-0.510729	0.045321	-0.012586	1
36	-0.509507	0.043289	-0.01293	1
37	-0.508385	0.041268	-0.013328	1
38	-0.507379	0.039286	-0.013823	1
39	-0.506495	0.037365	-0.014446	1
40	-0.505709	0.035508	-0.015186	1
41	-0.504988	0.033714	-0.016018	1
42	-0.5043	0.03198	-0.016921	1
43	-0.503611	0.030307	-0.01787	1
44	-0.502888	0.028691	-0.018843	1
45	-0.5021	0.027133	-0.019817	1
46	-0.501214	0.02563	-0.020768	1
